0.344257	1.93659	1.06308	0.986952
0.715171	1.58475	0.871353	1.13366
1.62664	0.122845	0.870006	1.14045
0.0409407	0.43064	0.850974	0.974195
3.32586	0.788181	0.547228	1.02933
1.62551	0.712186	1.14236	1.12623
1.03353	0.191878	1.33581	0.871647
0.43569	1.68745	1.2474	0.874788
0.506386	2.08162	0.713687	0.973596
2.77188	0.410264	1.58979	1.0191
0.39064	1.46343	1.13636	0.964915
1.49928	0.253076	0.478538	0.916179
0.741864	0.807352	0.596582	1.18395
4.41678	0.243143	0.947659	1.07343
0.304268	1.7684	0.863938	1.01984
1.25908	1.12247	1.21704	1.08411
0.421297	0.555879	1.12616	0.881705
0.137276	0.525567	1.15839	0.928909
0.784925	0.512665	0.877803	1.05244
0.507883	0.782297	1.4785	1.0428
1.60794	0.473154	1.27966	1.04104
0.538554	0.462512	1.31892	1.13207
3.07564	0.727788	1.59222	0.909284
0.30122	0.966774	0.709071	0.950253
0.965432	0.970632	0.554166	1.04463
0.53162	0.514611	0.846861	1.14654
2.21761	0.868883	1.35458	1.05297
1.02342	0.626624	0.683906	1.04998
0.502838	0.5683	1.59843	1.13419
0.622025	0.91312	1.01908	0.825984
0.0379889	2.64971	0.926488	0.916882
0.678375	0.577851	1.14564	1.0652
1.45221	1.77646	0.924267	0.987815
0.223039	1.20323	0.930374	1.01309
1.18297	0.714512	1.29079	0.823569
2.23484	1.40278	0.881223	0.962729
2.7583	0.903924	1.3881	1.00898
1.95238	2.33203	0.631551	0.946573
1.71394	0.617652	0.750098	0.955794
1.12711	1.75238	1.18423	1.04049
0.0211017	0.574262	0.775255	0.965701
2.8744	1.91416	1.42989	0.936107
0.31323	2.09476	1.31328	1.16668
0.586672	0.398362	0.949521	0.902605
0.307637	1.25543	1.58301	0.78888
0.267228	1.48742	0.91813	0.776377
0.486767	0.961804	0.661975	0.875142
0.544655	1.03945	1.15832	1.00578
0.769683	0.779617	1.06104	1.16086
0.811826	1.04261	0.952625	0.941142
0.0497242	1.65938	1.0341	0.899457
0.575372	1.02725	0.714422	1.01554
0.398636	1.82347	1.29082	1.13876
1.85171	0.266747	0.655602	0.961545
0.0949722	0.608626	1.40939	1.06784
0.13138	0.509314	0.888291	0.970659
0.954735	0.818527	1.38748	0.992863
0.0825789	2.07912	0.704527	0.937065
1.04512	0.108737	1.16556	1.02478
1.80155	0.42229	0.860792	1.00917
0.469996	3.11909	1.08694	0.890425
0.424866	0.468311	0.699906	1.08863
2.44032	0.405377	1.40776	1.00971
2.2255	0.271565	0.807862	1.01606
0.528183	1.67834	1.37626	0.962039
1.3876	0.316281	0.985881	0.987964
0.896175	0.592531	0.964796	0.919155
0.385127	2.46016	1.09243	0.996078
1.26183	1.06953	0.98254	1.08984
2.61824	2.11308	0.942053	0.94333
0.689502	1.49115	1.48523	0.900683
2.60166	1.37901	0.934641	1.01988
0.538564	0.937683	1.2183	1.06185
0.500164	0.732848	1.83815	1.07022
0.700681	0.301998	1.16633	0.916305
1.11943	0.668671	0.838694	1.02134
2.03048	0.736498	0.704984	1.09139
1.21066	0.816287	1.16022	1.16739
1.49225	2.23348	0.85459	0.79305
1.0845	1.65806	0.677059	0.97776
1.20016	1.94005	1.66516	0.993906
0.353242	2.47479	1.24244	1.0122
0.0165878	1.98476	1.30277	0.967945
1.10751	2.35121	0.978146	0.964739
0.156774	1.08831	1.16731	1.03822
0.962872	2.03389	1.2962	0.963895
0.402267	0.108364	1.12301	0.999112
0.241138	2.01888	0.854526	0.999552
0.372344	0.43395	0.819166	1.15463
0.500612	0.58982	0.817205	0.949328
0.458541	1.13793	0.75561	0.989929
4.26468	1.78061	1.68213	1.01619
3.02918	0.403533	0.899305	1.11914
1.05411	1.04185	0.858673	0.951477
0.493944	0.50191	0.978342	0.947065
1.70177	0.226279	0.688891	1.00689
0.949888	0.670015	1.12649	0.91303
1.06484	0.981244	1.23294	0.885636
1.26163	0.654916	1.38296	1.07947
0.044241	2.24233	1.18823	1.03476
2.72214	0.636881	1.47909	0.955741
0.204332	0.409377	0.796723	0.900534
0.20095	1.10877	0.902215	1.13395
0.108903	0.278572	1.18497	1.07175
0.375664	0.738533	1.03731	1.02601
0.185959	1.59326	0.697641	1.05252
0.835292	1.08964	0.731366	0.873579
0.00199805	1.10318	0.659716	0.862275
2.35036	2.06538	1.43536	1.10404
3.11253	0.569075	2.2165	0.903751
1.49005	0.560221	1.07738	1.07621
0.0888164	0.427655	1.22086	0.958657
2.93904	0.189078	0.660076	0.861817
0.383473	0.599117	1.31772	1.06157
0.437305	0.32038	0.943033	1.04093
0.554307	0.442959	1.37112	0.982146
0.0253257	0.901428	0.871249	0.784642
2.32773	1.634	0.800476	1.0947
5.2796	1.55694	1.01779	0.971097
1.29933	3.35472	1.37162	0.868187
0.288662	0.429251	0.955797	0.914073
2.30988	1.471	1.2759	1.24404
0.305738	1.62816	1.03886	1.00938
0.395389	2.14177	1.30662	0.869341
0.118129	1.7718	1.15793	0.956201
0.980188	0.218449	1.09389	1.04119
