0.114864	0.276228	0.416065	0.465762
0.140343	0.506791	0.700897	0.513787
0.665135	0.699034	0.605094	0.467704
0.701237	0.43987	0.304958	0.510679
0.549554	0.657026	0.476854	0.48373
0.223857	0.874535	0.610646	0.472638
0.529646	0.233609	0.431452	0.489913
0.974229	0.223548	0.39144	0.468223
0.692899	0.764803	0.343221	0.508974
0.53232	0.316661	0.508248	0.473359
0.513818	0.639168	0.553494	0.52048
0.969504	0.441923	0.448497	0.534933
0.817564	0.3914	0.588077	0.491026
0.696729	0.521809	0.597718	0.49956
0.438325	0.209495	0.510041	0.418503
0.152816	0.794261	0.521257	0.488729
0.146747	0.192327	0.347821	0.501397
0.182959	0.728238	0.43627	0.422286
0.165663	0.681084	0.520884	0.514838
0.340343	0.559333	0.341932	0.529243
0.117742	0.334903	0.697003	0.512628
0.275775	0.503443	0.359487	0.487855
0.126013	0.393333	0.495118	0.482806
0.209855	0.495055	0.536543	0.521142
0.543735	0.842778	0.349344	0.473058
0.00611966	0.450306	0.49171	0.476578
0.818628	0.843007	0.652123	0.50741
0.812665	0.197554	0.380967	0.519331
0.224802	0.82154	0.537081	0.51735
0.376477	0.208434	0.496342	0.497535
0.700813	0.385811	0.493641	0.519169
0.0923564	0.728142	0.57913	0.512952
0.514946	0.468726	0.662869	0.50001
0.410302	0.378808	0.385378	0.502359
0.676387	0.176797	0.42296	0.551006
0.798994	0.264957	0.450022	0.469036
0.825256	0.661403	0.633031	0.491791
0.0719867	0.553971	0.520328	0.481682
0.633583	0.508018	0.403198	0.506442
0.0571274	0.698932	0.220254	0.499406
0.493045	0.541732	0.327979	0.536738
0.100466	0.684008	0.478201	0.510128
0.789714	0.0939291	0.622314	0.490517
0.845084	0.264201	0.549459	0.523255
0.0506947	0.264806	0.517808	0.492469
0.555615	0.687213	0.344341	0.435539
0.0760811	0.482735	0.441835	0.479551
0.820533	0.701534	0.428526	0.487691
0.0825113	0.124642	0.3735	0.502921
0.331517	0.597795	0.284142	0.529157
0.509932	0.35784	0.415596	0.532892
0.238212	0.267926	0.384781	0.481598
0.678364	0.637645	0.354558	0.547988
0.140099	0.643005	0.43097	0.516815
0.987919	0.572934	0.353182	0.51254
0.511397	0.231385	0.640453	0.484524
0.313192	0.654473	0.382384	0.507964
0.264637	0.407854	0.538459	0.48537
0.703296	0.184636	0.46137	0.490595
0.536696	0.37044	0.575327	0.469029
0.854432	0.819872	0.457946	0.454403
0.633298	0.0638729	0.549675	0.519832
0.41162	0.6683	0.529872	0.508332
0.905876	0.413169	0.45311	0.487078
0.596455	0.64723	0.587406	0.51748
0.0327143	0.333374	0.53899	0.51839
0.990405	0.398097	0.551294	0.514935
0.148876	0.21879	0.4329	0.45086
0.732473	0.87415	0.488113	0.470237
0.291326	0.694064	0.427733	0.455981
0.569067	0.127031	0.508391	0.462036
0.175072	0.681401	0.489049	0.45578
0.709073	0.183676	0.419776	0.461699
0.38874	0.499953	0.642379	0.540751
0.327473	0.713812	0.465953	0.527718
0.997975	0.613336	0.628785	0.485525
0.394283	0.191889	0.494431	0.495879
0.223918	0.339919	0.492098	0.527809
0.724099	0.621591	0.623681	0.499112
0.940621	0.475275	0.488969	0.561106
0.073325	0.507718	0.549173	0.53653
0.391053	0.64931	0.446358	0.504675
0.236539	0.481161	0.486827	0.526692
0.0300059	0.429656	0.610535	0.509704
0.832282	0.669042	0.51514	0.495378
0.113181	0.344283	0.486033	0.523915
0.965005	0.30346	0.571949	0.489271
0.81043	0.408592	0.468169	0.50508
0.982688	0.166723	0.495095	0.513828
0.471963	0.512409	0.613451	0.479092
0.919406	0.0908117	0.577325	0.482297
0.855053	0.25033	0.547913	0.51643
0.622326	0.214177	0.792858	0.506923
0.405716	0.353177	0.606095	0.526639
0.207146	0.293352	0.415298	0.531499
0.756192	0.449796	0.528268	0.441807
0.240805	0.345752	0.455848	0.498158
0.441302	0.442537	0.490648	0.531981
0.355353	0.75925	0.643446	0.490244
0.157978	0.606879	0.380327	0.547903
0.202896	0.586505	0.544842	0.501589
0.749388	0.758371	0.641775	0.464408
0.799924	0.3198	0.571958	0.525135
0.696278	0.596384	0.546127	0.499921
0.937326	0.395332	0.492898	0.503158
0.494075	0.447867	0.353845	0.510411
0.285384	0.0308273	0.407294	0.476501
0.672809	0.618829	0.506048	0.460849
0.401232	0.721717	0.530809	0.458202
0.369898	0.680017	0.511816	0.505432
0.143793	0.270351	0.471049	0.50646
0.462039	0.852143	0.567395	0.493476
0.777536	0.525077	0.324696	0.481359
0.121425	0.681011	0.455041	0.483042
0.726028	0.591658	0.474348	0.47828
0.485753	0.0786325	0.496511	0.513345
0.00906908	0.488595	0.490018	0.485461
0.318595	0.708931	0.677928	0.519287
0.682006	0.486103	0.610959	0.519787
0.952499	0.514925	0.612577	0.516342
0.513568	0.733078	0.425524	0.497141
0.966736	0.736008	0.57453	0.487154
0.333426	0.868657	0.647995	0.506656
0.214998	0.667844	0.536934	0.528111
0.810276	0.229576	0.573219	0.51074
0.071828	0.35861	0.478385	0.497767
0.528264	0.321637	0.545588	0.49657
0.721913	0.356849	0.558953	0.448824
0.593346	0.763687	0.591291	0.483224
0.123752	0.271199	0.479513	0.504637
0.553673	0.390872	0.442558	0.553478
0.211166	0.501718	0.58746	0.498399
0.49978	0.473554	0.673994	0.498265
0.823441	0.28251	0.460653	0.506226
0.825407	0.308884	0.432839	0.475588
0.496557	0.728078	0.692203	0.543751
0.14928	0.233943	0.425629	0.496944
0.141178	0.519375	0.464794	0.448725
0.0481376	0.519204	0.368641	0.457264
0.33047	0.586071	0.527023	0.51866
0.407772	0.369388	0.367906	0.447646
0.985859	0.292616	0.503956	0.461491
0.701814	0.704801	0.414941	0.53178
0.181624	0.939499	0.426996	0.552939
0.892062	0.541556	0.41604	0.503291
0.0783123	0.66458	0.50045	0.475574
0.372683	0.404487	0.612324	0.48981
0.0533515	0.532004	0.38507	0.483303
0.855324	0.673742	0.396787	0.487036
0.901539	0.0707598	0.709384	0.452244
0.401107	0.26919	0.560285	0.460856
0.796024	0.478886	0.376335	0.513479
0.355805	0.265018	0.311241	0.517488
0.348823	0.857899	0.635544	0.47216
0.317489	0.412832	0.602356	0.507252
0.754561	0.510779	0.584278	0.522914
0.317113	0.537017	0.4894	0.473454
0.565367	0.194659	0.39689	0.452641
0.807282	0.810374	0.581663	0.48132
0.462347	0.189321	0.304864	0.536915
0.259113	0.489083	0.377292	0.480683
0.794876	0.31254	0.406232	0.494286
0.679365	0.261027	0.357174	0.446395
0.776357	0.442861	0.610335	0.518447
0.354104	0.366316	0.488621	0.486093
0.26995	0.206073	0.4852	0.459769
0.171347	0.852856	0.555926	0.495084
0.0811949	0.487879	0.531851	0.502965
0.502516	0.336474	0.401448	0.53808
0.451391	0.461498	0.570764	0.505856
0.541215	0.233692	0.626227	0.519086
0.614701	0.301884	0.492867	0.52994
0.503613	0.704528	0.459181	0.486731
0.509542	0.428975	0.442434	0.510373
0.367061	0.722487	0.505239	0.452383
0.633556	0.526802	0.555004	0.513043
0.516095	0.459382	0.629139	0.469644
0.790277	0.579022	0.443155	0.542902
